5.892	7.704	5.808	10.860	8.000	10.330	9.267	6.525	6.140	9.091	1.940	7.727	4.959	6.278	2.957	5.117	4.375	4.422	4.505	4.368	6.196	4.630	7.219	3.919	5.959	3.275	3.812	3.417	5.449	4.323	2.967	5.002	1.524	3.544	2.578	3.251	3.809	0.707	5.511	2.643	3.032	5.471	2.521	0.421	1.299	4.443	0.941	2.081	3.495	2.630	1.614	5.962	1.456	0.000	2.672	0.995	0.000	1.036	3.789	1.810	0.984	3.503	0.000	0.603	1.601	1.502	1.058	3.174	0.000	1.629	0.000	4.523	4.001	0.000	1.431	0.417	0.215	0.143	1.442	0.000	0.035	0.000	2.898	5.441	1.557	2.200	1.071	3.874	0.739	0.000	0.690	0.000	3.223	5.179	4.180	2.431	0.000	0.947	0.000	0.851	1.365	1.435	0.276	1.168	2.636	1.108	0.000	1.358	0.000	0.827	0.000	1.747	2.344	0.371	0.045	0.735	2.090	0.000	0.650	1.357
3.673	6.081	8.063	7.801	10.330	8.000	6.290	6.386	6.903	7.721	8.017	7.138	6.477	8.387	7.899	8.020	5.352	4.583	5.654	4.924	5.771	4.592	1.835	3.967	4.708	1.877	5.863	7.918	5.729	5.193	3.894	4.906	3.982	1.330	4.495	4.149	3.336	5.482	0.629	3.756	1.046	0.585	0.732	1.722	1.561	1.244	2.889	0.000	1.279	0.638	3.168	1.867	2.145	2.093	0.000	0.000	3.384	0.629	0.681	0.000	1.637	0.000	0.193	0.000	2.929	4.114	2.147	2.357	1.629	4.102	1.298	2.983	0.000	2.217	1.927	0.000	1.433	1.552	1.322	1.775	0.083	0.000	1.345	3.106	0.165	0.000	0.232	5.198	0.616	3.153	0.000	0.000	2.583	2.458	4.490	0.000	0.000	0.000	2.559	4.041	2.846	2.470	0.000	0.000	0.000	0.000	1.200	0.235	0.000	0.843	3.126	0.000	0.000	1.462	0.835	2.237	0.311	1.986	0.000	0.899
5.670	5.804	4.181	6.181	9.267	6.290	8.000	9.027	7.163	6.667	7.833	8.486	6.987	9.235	4.689	8.076	6.011	3.144	5.441	5.781	4.482	6.171	5.099	4.067	5.329	4.557	5.011	3.287	4.450	3.735	4.226	1.538	3.357	2.347	5.678	1.667	5.382	4.303	8.114	4.206	2.615	3.640	2.603	0.000	0.000	0.000	2.506	1.609	2.591	0.798	2.578	2.890	2.146	1.143	1.437	0.000	0.000	4.457	1.832	0.000	0.545	0.000	0.397	2.441	2.981	2.601	0.088	0.863	0.489	5.232	2.449	3.414	1.527	0.000	3.511	1.730	3.270	0.000	5.175	0.000	1.546	0.959	0.000	1.105	2.872	0.000	2.572	0.000	2.245	0.414	0.477	0.000	3.142	0.000	0.000	1.557	4.320	0.460	1.537	2.082	0.402	2.875	0.000	1.577	3.379	1.725	3.051	1.303	0.000	2.857	0.000	0.000	0.873	1.680	0.214	1.479	2.544	0.000	3.049	1.318
7.708	6.037	6.185	6.143	6.525	6.386	9.027	8.000	7.463	6.755	6.651	6.835	5.310	6.034	7.497	5.967	5.365	6.461	5.706	3.167	6.531	4.178	5.606	4.135	5.526	4.734	6.530	2.883	6.875	5.883	3.196	4.737	5.494	1.535	1.549	4.808	4.501	2.104	4.505	2.660	1.749	1.528	2.076	5.672	1.380	0.000	5.520	3.609	0.000	1.299	0.095	0.308	0.753	2.511	0.000	1.415	3.527	0.014	0.000	0.000	1.016	0.562	0.000	1.111	3.396	2.151	0.492	4.123	0.000	1.140	1.633	3.603	0.267	0.000	1.399	0.752	3.821	1.352	0.061	0.000	1.561	1.504	1.026	0.991	0.000	1.951	1.530	0.000	3.085	1.385	0.000	0.000	0.100	1.772	1.329	0.000	2.798	3.418	1.269	1.420	1.002	0.339	0.000	1.213	0.908	1.720	1.753	0.000	1.407	3.620	0.000	2.348	0.000	3.009	0.875	1.587	0.000	1.011	0.000	1.797
7.410	4.035	6.997	5.559	6.140	6.903	7.163	7.463	8.000	7.531	10.013	4.694	8.169	8.211	4.782	6.084	5.917	6.196	7.206	6.185	4.729	6.246	5.225	1.041	6.535	2.216	4.120	4.649	5.185	2.560	3.297	4.959	6.860	3.877	3.549	5.392	5.056	4.200	4.562	0.915	0.395	1.985	0.000	3.556	1.308	1.702	3.803	1.086	2.258	1.496	1.148	0.459	1.177	2.166	1.486	0.000	1.573	1.828	3.353	0.000	1.781	2.494	0.035	0.203	0.000	0.393	2.186	2.307	3.814	1.266	0.000	1.482	4.012	0.000	2.397	1.069	3.139	1.469	0.000	0.865	0.926	2.625	0.000	2.191	1.515	3.561	0.129	1.860	2.754	0.800	0.000	0.265	0.101	0.172	2.295	4.177	0.916	3.406	1.573	3.913	2.609	2.450	1.150	0.698	0.000	0.955	2.777	0.662	0.000	2.743	0.379	3.142	4.750	0.000	0.000	0.000	1.704	0.366	0.000	3.407
5.810	4.973	4.376	5.783	9.091	7.721	6.667	6.755	7.531	8.000	8.261	8.334	8.743	7.318	7.298	6.861	7.974	5.950	3.726	7.674	5.754	8.241	5.463	5.810	3.392	2.612	4.615	7.050	2.680	6.661	5.105	2.072	3.329	6.184	6.963	2.672	4.595	3.683	4.290	2.558	1.043	3.975	0.000	2.949	1.062	2.485	0.000	1.910	2.695	2.533	0.000	1.150	2.837	2.550	0.000	0.000	1.610	0.000	3.357	0.000	0.000	1.959	0.866	0.000	0.000	3.930	0.000	1.012	0.884	0.000	5.112	2.232	0.000	0.000	1.088	0.574	0.000	3.926	2.367	0.463	3.360	1.138	0.763	0.000	0.000	0.000	0.000	1.772	1.356	1.749	1.384	0.000	2.164	0.636	2.060	0.000	1.697	1.715	0.000	1.538	3.146	2.278	0.000	0.157	0.334	2.513	2.628	0.000	0.176	3.228	3.010	0.000	1.505	2.019	0.000	3.738	1.599	0.000	2.295	0.695
7.133	9.170	6.617	4.989	1.940	8.017	7.833	6.651	10.013	8.261	8.000	7.882	7.957	8.639	6.807	7.696	6.901	6.443	4.711	5.287	6.182	7.463	5.995	5.681	5.184	5.553	2.314	3.019	2.019	2.424	4.317	2.921	2.944	5.088	3.544	5.396	5.013	4.720	2.645	4.210	0.886	0.210	1.962	3.346	0.185	1.822	1.765	0.933	0.000	2.031	1.431	0.000	1.939	2.051	1.481	1.564	2.959	0.982	3.693	0.000	0.000	0.921	2.499	0.000	2.119	2.484	2.456	3.337	4.697	1.252	1.296	2.026	0.000	0.000	2.667	1.003	5.460	1.031	0.636	0.000	0.000	0.328	1.049	0.497	2.389	0.700	0.000	1.453	0.000	0.894	0.000	3.066	0.000	2.868	1.969	3.519	0.000	2.540	2.251	2.170	0.592	0.820	0.964	4.151	2.109	1.258	0.000	0.000	1.450	1.098	0.137	4.583	1.391	0.000	0.000	0.000	0.784	2.687	1.166	1.571
5.006	7.015	5.339	8.466	7.727	7.138	8.486	6.835	4.694	8.334	7.882	8.000	9.743	6.278	5.929	7.061	8.068	5.671	5.111	5.071	4.514	6.207	5.483	5.778	7.461	5.709	4.307	6.908	3.773	4.957	2.088	4.886	3.457	3.744	3.165	5.530	0.855	3.353	2.111	3.436	1.422	0.912	1.406	1.768	3.100	0.688	0.000	2.990	0.839	2.702	0.440	0.772	2.249	1.219	0.000	0.393	1.832	1.846	2.032	0.673	0.489	3.065	0.000	0.571	0.804	0.386	5.227	1.366	1.352	0.991	2.876	1.203	0.000	0.585	2.790	1.484	0.659	0.218	0.782	0.603	0.287	2.708	0.000	0.931	0.358	0.000	0.000	0.000	0.000	2.900	4.527	1.171	0.000	4.294	1.491	2.347	1.501	0.127	3.121	0.737	0.656	0.000	0.000	2.324	2.004	0.000	0.908	1.590	0.000	0.000	2.024	0.000	0.000	2.217	0.000	2.123	1.859	1.754	0.000	0.000
4.742	5.151	6.694	5.364	4.959	6.477	6.987	5.310	8.169	8.743	7.957	9.743	8.000	8.758	8.145	4.994	6.556	5.272	6.038	7.124	4.959	4.270	4.686	5.842	2.905	4.343	3.867	8.636	7.950	4.650	5.880	1.817	4.940	5.906	3.395	3.738	4.909	5.108	3.993	4.190	1.984	3.656	2.869	0.794	2.208	0.348	1.805	3.347	0.000	0.839	3.086	0.000	0.000	1.430	0.062	1.604	0.000	1.494	0.000	2.341	3.587	0.000	0.343	0.000	1.299	0.000	2.140	2.792	0.000	1.814	0.722	5.136	3.236	0.000	1.447	0.416	3.043	2.534	2.883	1.681	1.210	0.000	0.048	1.520	1.435	0.000	4.347	3.895	4.632	0.597	0.000	0.000	1.704	1.368	0.000	0.823	4.032	1.023	0.200	0.975	0.821	1.085	0.242	0.900	0.000	0.000	0.000	2.189	0.000	1.364	0.745	1.730	3.440	2.005	3.248	0.000	0.000	0.000	1.297	3.774
3.954	3.377	5.204	6.159	6.278	8.387	9.235	6.034	8.211	7.318	8.639	6.278	8.758	8.000	7.850	6.414	7.840	6.262	5.970	5.004	5.123	6.410	8.207	5.616	7.833	8.567	6.252	3.173	6.224	5.423	4.886	4.461	4.479	3.104	4.039	6.195	4.312	5.755	1.793	3.257	2.801	0.471	1.481	0.000	1.879	0.565	3.404	3.009	1.657	0.000	0.424	0.705	1.620	0.000	0.086	0.000	1.510	1.117	0.890	2.461	2.859	0.303	0.000	0.446	1.330	3.167	1.232	0.380	0.665	0.604	0.967	0.324	0.000	3.030	1.241	1.804	0.000	2.702	1.712	0.000	1.797	0.991	0.965	0.000	3.561	0.000	0.842	1.529	1.932	1.214	2.863	3.291	0.000	0.000	0.316	0.000	2.704	0.055	0.232	0.000	0.000	0.000	0.388	1.709	0.000	0.000	0.004	0.318	0.000	0.973	0.000	0.000	3.485	0.000	0.000	0.628	0.116	0.454	0.942	1.994
5.467	6.412	1.137	7.203	2.957	7.899	4.689	7.497	4.782	7.298	6.807	5.929	8.145	7.850	8.000	8.308	7.421	6.269	6.445	7.827	6.093	5.713	6.415	4.584	4.312	3.116	3.141	2.417	5.588	5.674	4.890	3.902	4.328	2.958	6.613	5.472	3.970	3.506	5.041	2.774	2.554	2.313	2.645	0.572	1.977	0.098	0.000	1.159	1.201	1.555	1.681	0.000	2.444	0.483	1.695	1.958	1.791	3.937	3.172	3.357	2.128	1.149	2.774	0.717	0.000	3.261	0.010	2.729	0.000	1.155	0.043	0.000	0.446	0.551	3.596	1.986	1.953	2.014	0.114	0.223	1.963	0.000	0.000	3.917	0.197	0.543	1.024	0.336	1.230	1.629	0.000	1.102	0.000	1.387	0.913	0.000	2.591	1.721	1.884	0.000	0.000	1.270	3.917	0.000	4.853	2.582	0.000	0.426	2.286	1.518	1.628	1.235	0.766	0.646	0.100	0.000	0.391	1.727	1.243	0.080
